Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-08-26,"Satisfaction Guaranteed",5.11a/b,"Fell where the holds start getting small again after the roof. Failed the enduro crux! Proud to have gotten there clean though, the technical crux was tricky",https://www.mountainproject.com/route/105918469/satisfaction-guaranteed,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall",3.8,-1,Lead,Fell/Hung,Sport,,65,4800
2024-08-26,"Lickety Split",5.9,"W/ John Michael, Mack, and Zia. Stiff for a 9",https://www.mountainproject.com/route/106386738/lickety-split,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall",2.7,3,Lead,Onsight,Sport,,60,2400
2024-08-21,34D,5.10b,"W/ John Michael. Tricky crux for 10b",https://www.mountainproject.com/route/121676392/34d,1,"West Virginia > Eastern WV > Nelson Rocks > West Face, East Fin > 34D Wall",2.0,2,Lead,Onsight,Sport,,,2900
2024-08-21,Crescendo,5.10a,"Linked both pitches. Sick climb, lives up to the hype! I liked having my #3 but you could definitely get away with leaving it at home. W/ John Michael",https://www.mountainproject.com/route/112197296/crescendo,1,"West Virginia > Eastern WV > Nelson Rocks > West Face, East Fin > Crescendo Wall",3.5,4,Lead,Onsight,Trad,,120,2600
2024-08-18,"Gunsight to South Peak",5.4,"LRS w/ Revo. One mega pitch with one follow",https://www.mountainproject.com/route/105924140/gunsight-to-south-peak,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Lead,Redpoint,Trad,,150,1400
2024-08-18,"Rox Salt",5.6,"LRS w/ Revo",https://www.mountainproject.com/route/106060127/rox-salt,1,"West Virginia > Seneca Rocks > North Peak - East Face",2.5,-1,Lead,Onsight,Trad,,50,1600
2024-08-14,"Back to the Front",5.9,"W/ Mack. Sick climb!!",https://www.mountainproject.com/route/106032004/back-to-the-front,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Lead,Redpoint,Trad,,100,2400
2024-08-14,Prune,5.7,"W/ Mack. Just P2 after doing Seneca Daze.",https://www.mountainproject.com/route/106267363/prune,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.9,-1,Lead,Redpoint,Trad,,320,1800
2024-08-14,"Seneca Daze","5.7 PG13","W/ Mack. Linked this into P2 of Prune, should have done them as two pitches though",https://www.mountainproject.com/route/106522965/seneca-daze,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.3,-1,Lead,Onsight,Sport,,75,1800
2024-08-13,"Rear Entry",5.8,"Sick climb! Super good movement through the face section, the rock through the roof felt a little suspect. Would sooner to Dufty's Popoff again",https://www.mountainproject.com/route/107386812/rear-entry,1,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",3.2,-1,Lead,Onsight,"Trad, Sport",,125,2100
2024-08-13,"Skyline Traverse",5.3,"W/ John Michael. Just P1 to get to rear entry",https://www.mountainproject.com/route/105917259/skyline-traverse,1,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.9,-1,Lead,Redpoint,Trad,,,1300
2024-08-12,"Old Man's Route",5.2,"W/ Jack. Booty run. Found a wiregate on the traverse pitch. Led the whole thing with the grabber hanging off me!",https://www.mountainproject.com/route/105917543/old-mans-route,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,Redpoint,Trad,,,1200
2024-08-12,"Skyline Traverse",5.3,"W/ Jack. Booty run with the grabber",https://www.mountainproject.com/route/105917259/skyline-traverse,3,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.9,-1,Lead,Redpoint,Trad,,,1300
2024-08-04,"Roy Gap Chimney's",5.6,"Led P1 to set up a TR. Guiding",https://www.mountainproject.com/route/105996084/roy-gap-chimneys,1,"West Virginia > Seneca Rocks > Southern Pillar > Southern Pillar - West Side",2.6,-1,Lead,Redpoint,Trad,,220,1600
2024-08-04,"The Burn",5.8,"TR to clean. Guiding",https://www.mountainproject.com/route/105910394/the-burn,1,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",3.2,-1,TR,,Trad,,150,2100
2024-08-04,Totem,5.11a,"LRS w/ revo. Guiding",https://www.mountainproject.com/route/106243771/totem,1,"West Virginia > Seneca Rocks > South End",2.9,-1,Lead,Redpoint,Trad,,280,4600
2024-08-03,"5.10c sport",5.10c,"Never Say Never at nrocks",https://www.mountainproject.com/route/112166317/510c-sport,1,"* In Progress > Generic Area",2.6,-1,TR,,Sport,,,3200
2024-08-03,"5.10a sport",5.10a,"License to Drill at nrocks.",https://www.mountainproject.com/route/112166313/510a-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Redpoint,Sport,,,2600
2024-08-03,"5.10b sport",5.10b,"Flying Bunghole at nrocks. Finding the bunghole made pulling the roof a breeze! +1 pitch to TR for fun",https://www.mountainproject.com/route/112166299/510b-sport,2,"* In Progress > Generic Area",2.8,-1,Lead,Onsight,Sport,,,2900
2024-08-03,"5.10a sport",5.10a,"Lifers at nrocks",https://www.mountainproject.com/route/112166313/510a-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Onsight,Sport,,,2600
2024-08-02,"Thais - Variation Thais Escape",5.5,Guiding,https://www.mountainproject.com/route/110715691/thais-variation-thais-escape,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.0,-1,Lead,Redpoint,Trad,,40,1500
2024-08-02,Thais,5.6,"Guiding. Much smoother transitions",https://www.mountainproject.com/route/106000377/thais,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,Redpoint,Trad,,300,1600
2024-08-01,"Ecstasy Junior",5.4,Guiding,https://www.mountainproject.com/route/106044673/ecstasy-junior,2,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",2.9,-1,Lead,Redpoint,Trad,,160,1400
2024-08-01,"Conn's West",5.4,"Guiding, shouldn't have done the third pitch",https://www.mountainproject.com/route/105977724/conns-west,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.9,-1,Lead,Redpoint,Trad,,200,1400
2024-07-31,Totem,5.11a,"TR just pitch 1 to clean. Guiding",https://www.mountainproject.com/route/106243771/totem,1,"West Virginia > Seneca Rocks > South End",2.9,-1,TR,,Trad,,280,4600
2024-07-31,"Wild Men Only","5.10 PG13","LRS w/ Revo. Just pitch 1 to set up a TR. Guiding",https://www.mountainproject.com/route/110593810/wild-men-only,1,"West Virginia > Seneca Rocks > South End",2.5,-1,Lead,Onsight,Trad,,315,3000
2024-07-30,"Lower Skyline Direct (LSD)",5.5,"LRS w/ Revo. One pitch to the skyline anchors + 1 to follow. Pro on the corner is super sus. Was this corner really Bella Vista Lotus Var?",https://www.mountainproject.com/route/107333048/lower-skyline-direct-lsd,2,"West Virginia > Seneca Rocks > South End",2.1,-1,Lead,Redpoint,Trad,,120,1500
2024-07-30,"Dufty's Popoff","5.7 PG13","LRS w/ Revo. Lives up to the hype, it was dope!! Great pro throughout too",https://www.mountainproject.com/route/107265652/duftys-popoff,2,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",3.5,-1,Lead,,Trad,,130,1800
2024-07-29,"The Burn",5.8,"Guiding. TR to clean",https://www.mountainproject.com/route/105910394/the-burn,1,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",3.2,-1,TR,,Trad,,150,2100
2024-07-29,"Candy Corner",5.6,Guiding,https://www.mountainproject.com/route/106064534/candy-corner,1,"West Virginia > Seneca Rocks > South End",3.1,-1,Lead,Redpoint,Trad,,95,1600
2024-07-25,Totem,5.11a,"W/ Tom Cronin. Led the crux roof, fuckin gnarly!",https://www.mountainproject.com/route/106243771/totem,3,"West Virginia > Seneca Rocks > South End",2.9,-1,Lead,Fell/Hung,Trad,,280,4600
2024-07-24,"Lower Skyline Direct (LSD)",5.5,"Explored starting near the base of Candy Corner ending at the normal start for Skyline",https://www.mountainproject.com/route/107333048/lower-skyline-direct-lsd,1,"West Virginia > Seneca Rocks > South End",2.1,-1,Solo,,Trad,,120,1500
2024-07-24,Totem,5.11a,"Guiding. LRS with Revo. Just P1.",https://www.mountainproject.com/route/106243771/totem,1,"West Virginia > Seneca Rocks > South End",2.9,-1,Lead,,Trad,,280,4600
2024-07-22,Totem,5.11a,Guiding,https://www.mountainproject.com/route/106243771/totem,1,"West Virginia > Seneca Rocks > South End",2.9,-1,Lead,Redpoint,Trad,,280,4600
2024-07-20,"The Burn",5.8,"TR to clean",https://www.mountainproject.com/route/105910394/the-burn,1,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",3.2,-1,TR,,Trad,,150,2100
2024-07-20,Totem,5.11a,"TR to clean",https://www.mountainproject.com/route/106243771/totem,1,"West Virginia > Seneca Rocks > South End",2.9,-1,TR,,Trad,,280,4600
2024-07-20,Totem,5.11a,Guiding,https://www.mountainproject.com/route/106243771/totem,1,"West Virginia > Seneca Rocks > South End",2.9,-1,Lead,Redpoint,Trad,,280,4600
2024-07-18,"Conn's West",5.4,"Guiding. Phone rescue mission from the crack under the first summit rappel station. Success!",https://www.mountainproject.com/route/105977724/conns-west,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.9,-1,Lead,Redpoint,Trad,,200,1400
2024-07-17,"Ye Gods & Little Fishes",5.8,"TR to tweak the anchor",https://www.mountainproject.com/route/106150218/ye-gods-little-fishes,1,"West Virginia > Seneca Rocks > South End",3.1,-1,TR,,Trad,,85,2100
2024-07-17,Totem,5.11a,Guiding,https://www.mountainproject.com/route/106243771/totem,1,"West Virginia > Seneca Rocks > South End",2.9,-1,Lead,Redpoint,Trad,,280,4600
2024-07-14,"5.10a sport",5.10a,"Kamikaze at NRocks. Approach shoe send to clean.",https://www.mountainproject.com/route/112166313/510a-sport,1,"* In Progress > Generic Area",2.6,-1,TR,,Sport,,,2600
2024-07-14,"5.10b sport",5.10b,"Dominion at NRocks. Approach shoe send",https://www.mountainproject.com/route/112166299/510b-sport,1,"* In Progress > Generic Area",2.8,-1,TR,,Sport,,,2900
2024-07-12,"Internal Dialogue",5.8,"Followed to clean. Dogs out!",https://www.mountainproject.com/route/112835499/internal-dialogue,1,"West Virginia > Eastern WV > Reeds Creek",2.7,-1,TR,,Sport,,55,2100
2024-07-12,"Internal Dialogue",5.8,,https://www.mountainproject.com/route/112835499/internal-dialogue,1,"West Virginia > Eastern WV > Reeds Creek",2.7,-1,Lead,Flash,Sport,,55,2100
2024-07-11,"Old Man's Route",5.2,Guiding,https://www.mountainproject.com/route/105917543/old-mans-route,4,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,Redpoint,Trad,,,1200
2024-07-10,"Roy Gap Chimney's",5.6,"Guided Cleo. Just P1",https://www.mountainproject.com/route/105996084/roy-gap-chimneys,1,"West Virginia > Seneca Rocks > Southern Pillar > Southern Pillar - West Side",2.6,-1,Lead,Redpoint,Trad,,220,1600
2024-07-10,"Conn's West",5.4,"Guided Cleo. ",https://www.mountainproject.com/route/105977724/conns-west,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.9,-1,Lead,Redpoint,Trad,,200,1400
2024-07-09,"5.7 sport",5.7,"TRd the line above the road at Honey Hole for fun.",https://www.mountainproject.com/route/112166265/57-sport,1,"* In Progress > Generic Area",2.2,-1,TR,,Sport,,,1800
2024-07-09,"5.7 sport",5.7,"Super fun line above the road at Honey Hole. Super fun, good holds!",https://www.mountainproject.com/route/112166265/57-sport,1,"* In Progress > Generic Area",2.2,-1,Lead,Onsight,Sport,,,1800
2024-07-09,"5.10a sport",5.10a,"Same line from before at Honey Hole. You can dodge the big deadpoint, but why would you?",https://www.mountainproject.com/route/112166313/510a-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Redpoint,Sport,,,2600
2024-07-07,"Skyline Traverse",5.3,"Guiding. Just the last two pitches.",https://www.mountainproject.com/route/105917259/skyline-traverse,2,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.9,-1,Lead,Redpoint,Trad,,,1300
2024-07-07,"Candy Corner",5.6,Guiding,https://www.mountainproject.com/route/106064534/candy-corner,1,"West Virginia > Seneca Rocks > South End",3.1,-1,Lead,Redpoint,Trad,,95,1600
2024-07-06,"Thais - Variation Thais Escape",5.5,Guiding,https://www.mountainproject.com/route/110715691/thais-variation-thais-escape,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.0,-1,Lead,Onsight,Trad,,40,1500
2024-07-06,Thais,5.6,,https://www.mountainproject.com/route/106000377/thais,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,Redpoint,Trad,,300,1600
2024-06-25,"Triple S",5.8+,"Guided Mateo. Pulled on gear a couple times to get the job done",https://www.mountainproject.com/route/105908844/triple-s,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.6,-1,Lead,Fell/Hung,Trad,,90,2200
2024-06-24,"Gunsight to South Peak",5.4,"W/ Chris and Mack",https://www.mountainproject.com/route/105924140/gunsight-to-south-peak,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Lead,Redpoint,Trad,,150,1400
2024-06-24,"Critter Crack",5.6,"W/ Chris and Mack",https://www.mountainproject.com/route/105917534/critter-crack,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.4,-1,Lead,Redpoint,Trad,,80,1600
2024-06-24,"Old Man's Route",5.2,"Led to the tree ledge then soloed to Critter. W/ Mack and Chris",https://www.mountainproject.com/route/105917543/old-mans-route,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,Redpoint,Trad,,,1200
2024-06-23,"5.10a sport",5.10a,"TRd a harder line below the anchors of the 5.8 at Honey Hole. Would go for a lead with a stick clip!",https://www.mountainproject.com/route/112166313/510a-sport,1,"* In Progress > Generic Area",2.6,-1,TR,,Sport,,,2600
2024-06-23,"5.8 sport",5.8,"A seriously dirty, diagonal line at honey hole. Fell on the finishing moves",https://www.mountainproject.com/route/112166269/58-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Fell/Hung,Sport,,,2100
2024-06-22,"EZ Wider",5.6,"Led just the first pitch to TR some clients.",https://www.mountainproject.com/route/107122622/ez-wider,1,"West Virginia > Eastern WV > Nelson Rocks > East Face, West Fin > 007 Wall",2.5,-1,Lead,Redpoint,Sport,,,1600
2024-06-21,"Pleasant Overhangs",5.7,"W/ John Michael. Pretty fun taking him up this!",https://www.mountainproject.com/route/106171582/pleasant-overhangs,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.6,-1,Lead,Redpoint,Trad,,290,1800
2024-06-20,"Candy Corner",5.6,"Followed Chris",https://www.mountainproject.com/route/106064534/candy-corner,1,"West Virginia > Seneca Rocks > South End",3.1,-1,Follow,,Trad,,95,1600
2024-06-20,Ambush,5.11a,"Wooo!! TRd after to clean the gear",https://www.mountainproject.com/route/105868600/ambush,2,"West Virginia > Seneca Rocks > Southern Pillar > Southern Pillar - West Side",2.8,-1,Lead,Redpoint,Trad,,40,4600
2024-06-20,"Ecstasy Junior",5.4,"Followed Chris",https://www.mountainproject.com/route/106044673/ecstasy-junior,2,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",2.9,-1,Follow,,Trad,,160,1400
2024-06-19,Totem,5.11a,"LRS w revo. Just pitch one to set a toprope for the children. +1 TR lap to clean",https://www.mountainproject.com/route/106243771/totem,2,"West Virginia > Seneca Rocks > South End",2.9,-1,Lead,Redpoint,Trad,,280,4600
2024-06-15,"Gunsight to South Peak",5.4,"Guided Joe and Bob(kinda) for a big Lebowski moment",https://www.mountainproject.com/route/105924140/gunsight-to-south-peak,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Lead,Redpoint,Trad,,150,1400
2024-06-13,Predator,5.12a,"Found some fun crux beta where you cross your left leg across before you reach for the sloper with the thumb catch",https://www.mountainproject.com/route/106282059/predator,1,"West Virginia > Seneca Rocks > The Cave",3.0,-1,TR,,Sport,,45,6600
2024-06-13,Predator,5.12a,"Getting closer!",https://www.mountainproject.com/route/106282059/predator,1,"West Virginia > Seneca Rocks > The Cave",3.0,-1,Lead,Fell/Hung,Sport,,45,6600
2024-06-13,Ambush,5.11a,"Followed Tom. Could go for the send on this! 
#1, .75, .4 then maybe a #2 for the scramble to the anchors",https://www.mountainproject.com/route/105868600/ambush,1,"West Virginia > Seneca Rocks > Southern Pillar > Southern Pillar - West Side",2.8,-1,Follow,,Trad,,40,4600
2024-06-13,"Climbin' Punishment",5.8+,"Followed pitch 1, led pitch 2. Perfect hands to the top!!",https://www.mountainproject.com/route/106040877/climbin-punishment,2,"West Virginia > Seneca Rocks > Southern Pillar > Southern Pillar - West Side",3.5,-1,Lead,Onsight,Trad,,180,2200
2024-06-12,"Worrell's Thicket",5.0,"Access to Broadway on an early morning booty run",https://www.mountainproject.com/route/110726960/worrells-thicket,2,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.0,-1,Solo,,Trad,,160,1000
2024-06-11,Orangeaid,5.10b,"TR solo. Stout!",https://www.mountainproject.com/route/106145721/orangeaid,1,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",3.5,-1,TR,,Trad,,80,2900
